Rating (Stars),Number of Reviews,Free Delivery,Storage,New Bought Last Month,New Dashed MRP,New Discount (%),RAM,Brand_apple,Brand_oneplus,Brand_oppo,Brand_realme,Brand_samsung,Brand_vivo,Brand_xiaomi,Color_Black,Color_Black Titanium,Color_Blue,Color_Blue Titanium,Color_Gold,Color_Gray,Color_Green,Color_Midnight,Color_Natural Titanium,Color_Pink,Color_Purple,Color_Red,Color_Silver,Color_Starlight,Color_White,Color_Yellow
0.444444,-0.30398757346193156,1,-0.6310130210636709,-0.49271377581378994,-0.7675976213252477,-0.630769,0.13255528303704076,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.888889,-0.26540018101236523,1,0.5662937368520125,-0.3726287386455052,0.8374967235479956,-0.846154,1.702009834195604,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.111111,-0.3034153028111965,1,-0.6310130210636709,-0.49271377581378994,-0.7545227903076344,-0.2,-0.6521719925422409,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.111111,-0.3035788087114065,1,-0.6310130210636709,-0.49271377581378994,0.10179504268224097,0.723077,0.13255528303704076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.611111,-0.3034153028111965,-1,-0.6310130210636709,-0.3726287386455052,-0.8679160178798253,-0.107692,-1.4368992681215225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.611111,-0.3034153028111965,-1,-1.2296664000215125,-0.13245866430893571,-0.901355483398018,-0.046154,-1.4368992681215225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.611111,-0.27472001732433676,-1,0.5662937368520125,0.10771141002763378,-0.1656872419977814,-0.569231,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.777778,-0.3036605616615115,-1,-1.2296664000215125,-0.3726287386455052,-0.901355483398018,-0.046154,-1.4368992681215225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.555556,-0.28919028949292414,-1,-0.6310130210636709,-0.25254370147722044,-0.6338397592524774,-0.569231,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.277778,-0.29589403140153525,-1,-0.6310130210636709,-0.13245866430893571,-0.43320296614332193,-0.323077,0.13255528303704076,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.611111,-0.3012079731583611,-1,-0.6310130210636709,-0.25254370147722044,-0.6672792247706699,-0.384615,-0.6521719925422409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.277778,-0.29589403140153525,-1,-0.6310130210636709,-0.4326712572296476,-0.4699529387478156,-0.015385,0.13255528303704076,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.277778,-0.29589403140153525,-1,0.5662937368520125,-0.012373627140650973,-0.3663240351069368,-0.353846,0.13255528303704076,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.388889,-0.29769259630384554,-1,-0.6310130210636709,-0.3726287386455052,-0.8010370868434402,-0.507692,-1.4368992681215225,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.611111,-0.27472001732433676,-1,0.5662937368520125,-0.25254370147722044,-0.1656872419977814,-0.569231,0.13255528303704076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.222222,-0.30202550265941125,1,0.5662937368520125,-0.4326712572296476,0.1687074131841443,-0.076923,1.702009834195604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.611111,-0.3012079731583611,1,-0.6310130210636709,-0.3726287386455052,-0.6672792247706699,-0.384615,-0.6521719925422409,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.388889,-0.29769259630384554,1,-1.2296664000215125,-0.4326712572296476,-0.8344765523616328,-0.476923,-1.4368992681215225,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.555556,-0.28919028949292414,1,0.5662937368520125,-0.3726287386455052,-0.5669608282160922,-0.6,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.555556,-0.28919028949292414,1,0.5662937368520125,-0.3726287386455052,-0.5669608282160922,-0.6,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.555556,-0.28919028949292414,1,-0.6310130210636709,-0.4326712572296476,-0.6338397592524774,-0.569231,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.277778,-0.29589403140153525,1,-0.6310130210636709,-0.4326712572296476,-0.43320296614332193,-0.323077,0.13255528303704076,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.611111,-0.27472001732433676,1,-0.6310130210636709,-0.4326712572296476,-0.23256617303416652,-0.538462,0.13255528303704076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.388889,-0.29769259630384554,1,-0.6310130210636709,-0.4326712572296476,-0.8010370868434402,-0.507692,-1.4368992681215225,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.388889,-0.29769259630384554,1,-0.6310130210636709,-0.49271377581378994,-0.8010370868434402,-0.507692,-1.4368992681215225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.388889,-0.29769259630384554,-1,-1.2296664000215125,-0.49271377581378994,-0.8344765523616328,-0.476923,-1.4368992681215225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.388889,-0.29769259630384554,-1,-1.2296664000215125,-0.49271377581378994,-0.8344765523616328,-0.476923,-1.4368992681215225,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
