Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery,Brand,Product,Color,RAM,Storage,New Bought Last Month,New Dashed MRP,New Discount (%)
"Vivo V40e 5G AI Smartphone (Mint Green, 8GB RAM + 128GB Storage)",2.2,4,200+ bought in past month,26475.0,₹33999,(22% off),Yes,Vivo,Vivo V40e 5G AI Smartphone ,Green,8GB,128GB,200,33999,22.0
"vivo Y18i (Gem Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger",3.7,43,500+ bought in past month,7999.0,₹11999,(33% off),Yes,Unknown,,Green,4GB,64GB,500,11999,33.0
"Vivo V40 5G Smartphone (Lotus Purple, 8GB RAM, 256GB Storage)",3.9,30,400+ bought in past month,34849.0,₹42999,(19% off),Yes,Vivo,Vivo V40 5G Smartphone ,Black,8GB,256GB,400,42999,19.0
"vivo Y18i (Space Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger",3.7,43,500+ bought in past month,7999.0,₹11999,(33% off),Yes,Unknown,,Black,4GB,64GB,500,11999,33.0
"Vivo V40 5G Smartphone (Titanium Grey, 8GB RAM, 128GB Storage)",3.9,11,100+ bought in past month,32130.0,₹39999,(20% off),Yes,Vivo,Vivo V40 5G Smartphone ,Black,8GB,128GB,100,39999,20.0
"vivo Y28s 5G (Vintage Red, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",3.7,74,300+ bought in past month,13499.0,₹17999,(25% off),Yes,Unknown,,Red,4GB,128GB,300,17999,25.0
"Vivo Y300 Plus 5G (Silk Green, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",2.7,7,50+ bought in past month,23999.0,₹29999,(20% off),Yes,Vivo,Vivo Y300 Plus 5G ,Green,8GB,128GB,50,29999,20.0
"Vivo V30 5G (Peacock Green, 8GB RAM, 128GB Storage) without Offers",4.3,16,50+ bought in past month,25989.0,₹38999,(33% off),Yes,Vivo,Vivo V30 5G ,Green,8GB,128GB,50,38999,33.0
"Vivo V40 5G Smartphone (Ganges Blue, 8GB RAM, 128GB Storage)",3.7,20,200+ bought in past month,31880.0,₹39999,(20% off),Yes,Vivo,Vivo V40 5G Smartphone ,Blue,8GB,128GB,200,39999,20.0
"vivo V30 5G (Andaman Blue, 8GB RAM, 128GB Storage) with Out Offers",4.0,13,100+ bought in past month,26141.0,₹38999,(33% off),Yes,Unknown,,Blue,8GB,128GB,100,38999,33.0
"vivo Y28s 5G (Twinkling Purple, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",3.7,74,300+ bought in past month,14999.0,₹19999,(25% off),Yes,Unknown,,Black,6GB,128GB,300,19999,25.0
"Vivo Y200e 5G (Black Diamond, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.1,311,100+ bought in past month,20999.0,₹25999,(19% off),Yes,Vivo,Vivo Y200e 5G ,Black,8GB,128GB,100,25999,19.0
