Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"OPPO A3X 4G (Nebula Red, 4GB RAM, 64GB Storage)| with No Cost EMI/Additional Exchange Offers",4.7,13,300+ bought in past month,8999,₹12999,(31% off),Yes
"Oppo F27 Pro+ 5G (Midnight Navy, 8GB RAM, 256GB Storage) | 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",3.9,178,500+ bought in past month,29999,₹34999,(14% off),Yes
"OPPO A3X 4G (Ocean Blue, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",N/A,N/A,M.R.P:,9942,₹13999,(29% off),Yes
"Oppo A3 Pro 5G (Moonlight Purple, 8GB RAM, 128GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",3.7,73,300+ bought in past month,17999,₹20999,(14% off),Yes
"OPPO A3 5G (Nebula Red, 6GB RAM, 128GB Storage)",4.2,29,400+ bought in past month,15999,₹19999,(20% off),Yes
"Oppo F27 5G (Emerald Green, 8GB RAM, 128GB Storage) | 6.67"" FHD+ AMOLED Display|32MP Sony IMX615 Selfie Camera |AI Portrait Expert| 45W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",3.5,28,400+ bought in past month,20999,₹26999,(22% off),Yes
"Oppo F27 5G (Emerald Green, 8GB RAM, 256GB Storage) | 6.67"" FHD+ AMOLED Display|32MP Sony IMX615 Selfie Camera |AI Portrait Expert| 45W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",3.3,29,400+ bought in past month,22999,₹28999,(21% off),Yes
"OPPO A3 5G (Ocean Blue, 6GB RAM, 128GB Storage)",4.2,29,200+ bought in past month,15999,₹19999,(20% off),Yes
"OPPO A3X 5G (Starry Purple, 4GB RAM, 128GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",3.4,77,200+ bought in past month,13499,₹15999,(16% off),Yes
"Oppo F27 Pro+ 5G (Dusk Pink, 8GB RAM, 256GB Storage)| 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",4.0,52,200+ bought in past month,29999,₹34999,(14% off),Yes
"WeConnect Care Accident, Liquid & Screen Damage Protection Plan for Smart Phones Price Rs.20001 to Rs.25000 (E Mail Delivery) Oppo Vivo Samsung Phones",4.3,84,M.R.P:,2399,₹3999,(40% off),Yes
"LAPCARE Thumb 20W Type C Adapter Wall Charger with 3A Output Original Quick Charging, Ultra Compact Size with Technology for iPhone 15/15 Plus/15 Pro/15 Pro Max, 14/14 Plus/14 Pro/Max, 13/",5.0,1,M.R.P:,427.,₹1899,(77% off),Yes
"Oppo K12x 5G with 45W SUPERVOOC Charger in-The-Box (Breeze Blue, 128 GB) (6 GB RAM)",2.5,6,400+ bought in past month,N/A,N/A,N/A,No
"OPPO A3X 5G (Starry Purple, 4GB RAM, 64GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",3.4,77,50+ bought in past month,12499,₹14999,(17% off),Yes
"Oppo A3 Pro 5G (Moonlight Purple, 8GB RAM, 256GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",3.7,57,200+ bought in past month,19999,₹22999,(13% off),Yes
"Oppo Reno 12 Pro 5G (Sunset Gold, 256 GB) (12 GB RAM)",4.4,31,300+ bought in past month,32279,₹53999,(40% off),Yes
"Oppo F27 Pro+ 5G (Midnight Navy, 8GB RAM, 128GB Storage) | 6.7"" FHD+ AMOLED Toughest 3D Curved Display|64MP AI Featured Camera|IP69 | 67W SUPERVOOC| with No Cost EMI/Additional Exchange Offers",4.1,70,200+ bought in past month,27999,₹32999,(15% off),Yes
"OPPO A3X 4G (Nebula Red, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",N/A,N/A,M.R.P:,9929,₹13999,(29% off),Yes
"EarFun Air Pro 3 Anc In Ear Earbuds Bluetooth Wireless 2023 Vgp Gold Award,Qualcomm Aptx Adaptive Sound,6 Mics Cvc 8.0 Enc Wireless Earbuds,Bluetooth 5.3 Tws Earbuds,Multipoint Connection(Navy Blue)",4.3,"6,866",M.R.P:,6199,₹8999,(31% off),Yes
"Promate Wall Charger Travel Adapter 20W Pd+18W Qc Quick Charge(USB A+USB C) Wall Charger Travel Adapter for Samsung Ipad,Note,Oneplus&iPhone 14/13/12/11|Type-C to C Power Delivery Fast Charging,White",N/A,N/A,M.R.P:,699,₹1999,(65% off),Yes
"pTron Bassbuds Bliss TWS in Ear Earbuds with 4 Quadpro Mics,3D Audioscape,Trutalk Enc Calls,40H Playtime,50Ms Low-Latency Game/Music Modes,Bt5.3,Type C Fast Charging&Ipx5 Water Resistant(Blue)",3.8,467,100+ bought in past month,798,₹2899,(72% off),Yes
"Foxin 20W Adapter | Type C & USB Fast Charger for iPhone Android and More | QC + PD | BIS Certified, 6 Months Warranty | White | 1 Piece",N/A,N/A,M.R.P:,495,₹1000,(51% off),Yes
