Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)",4.5,"2,673",2K+ bought in past month,74990,₹149999,(50% off),Yes
Spigen Thin Fit Back Cover Case Compatible with iPhone 13 Mini (TPU + Poly Carbonate | Black),4.2,"1,932",M.R.P:,1201,₹2099,(43% off),Yes
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",4.1,67,100+ bought in past month,95900,₹99900,(4% off),Yes
"iPhone 16 126 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White",4.1,67,100+ bought in past month,85900,₹89900,(4% off),Yes
"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; White Titanium",3.6,5,50+ bought in past month,144900,N/A,N/A,Yes
Apple iPhone 15 Pro Max (256 GB) - Blue Titanium,4.4,307,M.R.P:,130900,₹159900,(18% off),Yes
Apple iPhone 15 Pro Max (1 TB) - Natural Titanium,4.4,307,M.R.P:,154900,₹199900,(23% off),Yes
Apple iPhone 14 (256 GB) - Midnight,4.5,"5,733",M.R.P:,66900,₹79600,(16% off),Yes
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White",4.1,67,M.R.P:,95900,₹99900,(4% off),Yes
"iPhone 16 Pro Max 512 TB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Black Titanium",5.0,3,N/A,164900,N/A,N/A,Yes
Apple iPhone 14 (512 GB) - Starlight,4.5,"5,733",M.R.P:,76900,₹99900,(23% off),Yes
Original Mobile Phone 6 Silver 64GB Storage Compatible for i-Phone with Warranty,N/A,N/A,M.R.P:,13999,₹29999,(53% off),Yes
Apple iPhone 15 Plus (256 GB) - Black,4.6,"1,092",50+ bought in past month,87900,₹99600,(12% off),Yes
"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White",4.5,99,M.R.P:,105900,₹109900,(4% off),Yes
"iPhone 16 Pro Max 1 TB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Natural Titanium",5.0,3,N/A,184900,N/A,N/A,Yes
Original Mobile Phone 6 Grey 64GB Storgae 2 GB RAM Size Compatible for i-Phone with 1 Year Warranty,N/A,N/A,M.R.P:,13999,₹29999,(53% off),Yes
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Teal",4.1,67,50+ bought in past month,95900,₹99900,(4% off),Yes
"iPhone 16 512 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultramarine",4.5,99,M.R.P:,105900,₹109900,(4% off),Yes
