Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)",4.5,"2,669",3K+ bought in past month,74990,₹149999,(50% off),No
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,4GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update",3.9,936,500+ bought in past month,10999,₹15999,(31% off),No
Apple iPhone 13 (256GB) - Starlight,4.5,"31,476",500+ bought in past month,54999,₹69900,(21% off),No
Apple iPhone 15 (128 GB) - Pink,4.5,"2,436",200+ bought in past month,64900,₹79600,(18% off),No
Apple iPhone 14 (128 GB) - Starlight,4.5,"5,733",100+ bought in past month,54900,₹69600,(21% off),No
Apple iPhone 13 (256GB) - Midnight,4.5,"31,476",500+ bought in past month,54999,₹69900,(21% off),No
"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Desert Titanium",4.2,31,300+ bought in past month,144900,N/A,N/A,No
Apple iPhone 14 (128 GB) - Purple,4.5,"5,733",100+ bought in past month,55990,₹69600,(20% off),No
Apple iPhone 15 (256 GB) - Blue,4.5,"2,436",300+ bought in past month,75900,₹89600,(15% off),No
Apple iPhone 15 (256 GB) - Green,4.5,"2,436",300+ bought in past month,72900,₹89900,(19% off),No
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultramarine",4.5,99,200+ bought in past month,85900,₹89900,(4% off),No
Apple iPhone 14 Plus (128 GB) - Starlight,4.5,"2,072",50+ bought in past month,59900,₹79600,(25% off),No
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White",4.5,99,200+ bought in past month,85900,₹89900,(4% off),No
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Pink",4.5,99,100+ bought in past month,85900,₹89900,(4% off),No
Apple iPhone 15 (256 GB) - Black,4.5,"2,436",100+ bought in past month,77490,₹89600,(14% off),No
Apple iPhone 15 Plus (128 GB) - Green,4.6,"1,092",200+ bought in past month,69900,₹79900,(13% off),No
Apple iPhone 13 (256GB) - Pink,4.5,"31,476",400+ bought in past month,54999,₹69900,(21% off),No
"iPhone 16 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",4.5,99,200+ bought in past month,85900,₹89900,(4% off),No
