Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 128GB Storage)",4.0,403,100+ bought in past month,62999,₹74999,(16% off),Yes
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 512GB Storage)",4.5,"2,419",M.R.P:,134999,₹161999,(17% off),Yes
"Samsung Galaxy Z Fold6 5G AI Smartphone (Silver Shadow, 12GB RAM, 256GB Storage)",4.3,73,M.R.P:,152499,₹164999,(8% off),Yes
"Samsung Galaxy F15 5G (Jazzy Green, 8GB RAM, 128 GB Storage)",2.5,4,100+ bought in past month,15298,₹17999,(15% off),Yes
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 512GB Storage)",4.4,196,100+ bought in past month,139999,₹144999,(3% off),Yes
"Samsung Galaxy A14 5G (Light Green, 4GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 8 GB RAM with RAM Plus | Without Charger",3.9,"2,321",100+ bought in past month,12797,₹17499,(27% off),Yes
"Samsung Galaxy A06 (Gold, 4GB RAM, 128GB Storage)| 50 MP Main Camera| Upto 8GB RAM with RAM Plus| MediaTek Helio G85| 5000 mAh Battery Knox Vault: Security & Privacy| Fingerprint Sensor",1.8,7,M.R.P:,11498,₹12499,(8% off),Yes
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 256GB Storage)",4.2,279,100+ bought in past month,129999,₹134999,(4% off),Yes
"samsung Galaxy A55 5G (Awesome Iceblue, 12GB RAM, 256GB Storage) Without Offer",4.0,327,M.R.P:,39999,₹44999,(11% off),Yes
"Samsung Galaxy Tab A9+ 27.94 cm(11.0 inch) Display, RAM 4 GB, ROM 64 GB Expandable, Wi-Fi+5G, Tablet, Gray",4.1,"1,533",100+ bought in past month,21499,₹27999,(23% off),Yes
"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",3.7,"5,684",1K+ bought in past month,15999,₹20999,(24% off),Yes
"Lava Yuva 3 (Eclipse Black, 4+4*GB + 128GB)|Segment's Most Affordable Smartphone with 128 GB (UFS 2.2) Storage | 90Hz Punch Hole Display|13MP AI Triple Camera|Side Fingerprint Sensor |Bloatware Free",4.0,265,1K+ bought in past month,6699,₹7999,(16% off),Yes
"Samsung Galaxy M30 (Gradation Blue, 4GB RAM, Super AMOLED Display, 64GB Storage, 5000mAH Battery)",4.2,"110,405",N/A,16490,N/A,N/A,Yes
"Samsung Galaxy F15 5G (Jazzy Green, 4GB RAM, 128 GB Storage)",3.5,4,M.R.P:,12177,₹15999,(24% off),Yes
"Samsung Galaxy A14 5G (Black, 6GB RAM, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 12 GB RAM with RAM Plus | Without Charger",4.0,8,200+ bought in past month,N/A,N/A,N/A,No
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 128GB Storage) Without Offer",5.0,2,100+ bought in past month,54900,₹74999,(27% off),Yes
"Samsung Galaxy F55 5G (Raisin Black, 128 GB) (8 GB RAM)",3.3,32,200+ bought in past month,20187,₹28999,(30% off),Yes
Samsung Galaxy Ring Sizing Kit (Size First Before You Buy Galaxy Ring |Includes 9 Sample Ring Sizes),5.0,1,50+ bought in past month,499,₹999,(50% off),Yes
"Samsung Galaxy Tab S6 Lite 26.31 Cm (10.4 Inch), S-Pen in Box, Slim and Light, Dolby Atmos Sound, 4 Gb Ram, 64 Gb ROM, Wi-Fi Tablet, Gray Upto Inr 5000 Bank",4.4,"2,887",500+ bought in past month,24999,₹30999,(19% off),Yes
"Samsung Galaxy Z Fold6 5G AI Smartphone (Silver Shadow, 12GB RAM, 1TB Storage)",4.3,73,N/A,N/A,N/A,N/A,No
"Samsung Galaxy M15 5G Prime Edition (Stone Grey,8GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update",3.9,573,1K+ bought in past month,16499,₹17999,(8% off),Yes
