Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",3.9,731,5K+ bought in past month,7999,₹9999,(20% off),Yes
"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",3.7,"5,707",1K+ bought in past month,15999,₹20999,(24% off),Yes
"Vivo V40e 5G AI Smartphone (Mint Green, 8GB RAM + 128GB Storage)",2.2,4,200+ bought in past month,26475,₹33999,(22% off),Yes
"Vivo T3x 5G (Crimson Bliss, 128 GB) (6 GB RAM)",4.0,69,1K+ bought in past month,14830,₹18999,(22% off),Yes
Vivo,4.8,142,|,99,N/A,N/A,No
"vivo Y18i (Gem Green, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger",3.7,43,500+ bought in past month,7999,₹11999,(33% off),Yes
"Vivo V40 5G Smartphone (Lotus Purple, 8GB RAM, 256GB Storage)",3.9,30,400+ bought in past month,34849,₹42999,(19% off),Yes
"vivo Y18i (Space Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger",3.7,43,500+ bought in past month,7999,₹11999,(33% off),Yes
"Vivo V40 5G Smartphone (Titanium Grey, 8GB RAM, 128GB Storage)",3.9,11,100+ bought in past month,32130,₹39999,(20% off),Yes
"vivo Y28s 5G (Vintage Red, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",3.7,74,300+ bought in past month,13499,₹17999,(25% off),Yes
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)",4.4,"2,470",4K+ bought in past month,79999,₹149999,(47% off),Yes
"Redmi 13 5G, Black Diamond, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",3.9,"2,182",4K+ bought in past month,12999,₹17999,(28% off),Yes
"Vivo Y300 Plus 5G (Silk Green, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",2.7,7,50+ bought in past month,23999,₹29999,(20% off),Yes
"Vivo V30 5G (Peacock Green, 8GB RAM, 128GB Storage) without Offers",4.3,16,50+ bought in past month,25989,₹38999,(33% off),Yes
"Vivo T3 Lite 5G Smartphone (Majestic Black, 4GB Ram 128GB Storage)",3.3,17,200+ bought in past month,10499,₹14499,(28% off),Yes
"Vivo V40 5G Smartphone (Ganges Blue, 8GB RAM, 128GB Storage)",3.7,20,200+ bought in past month,31880,₹39999,(20% off),Yes
"vivo V30 5G (Andaman Blue, 8GB RAM, 128GB Storage) with Out Offers",4.0,13,100+ bought in past month,26141.,₹38999,(33% off),Yes
"vivo Y28s 5G (Twinkling Purple, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",3.7,74,300+ bought in past month,14999,₹19999,(25% off),Yes
"Vivo Y200e 5G (Black Diamond, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.1,311,100+ bought in past month,20999,₹25999,(19% off),Yes
"Vivo T3x 5G (Celestial Green, 128 GB) (4 GB RAM)",4.0,20,200+ bought in past month,12490,₹17499,(29% off),Yes
"Samsung Galaxy M35 5G (Thunder Grey,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",4.1,"4,618",5K+ bought in past month,18999,₹24499,(22% off),Yes
