rating_stars,number_of_reviews,bought_last_month,original_mrp,discount%,free_delivery,storage_in_GB,RAM_in_GB,brand_apple,brand_oneplus,brand_oppo,brand_realme,brand_samsung,brand_vivo,brand_xiaomi,color_Black,color_Black Titanium,color_Blue,color_Blue Titanium,color_Desert Titanium,color_Gold,color_Graphite,color_Gray,color_Green,color_Midnight,color_Natural Titanium,color_Pacific Blue,color_Pink,color_Purple,color_Red,color_Silver,color_Space Black,color_Starlight,color_Teal,color_Ultramarine,color_White,color_White Titanium,color_Yellow
0.7,-0.18816566016799638,-0.45407797776463416,0.46497954256833607,-0.476923,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,-0.18933887560954551,-0.45407797776463416,2.3905736700278046,-1.0,-1,-0.6589744436774078,0.1600031796843969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,-0.19216839520386989,-0.45407797776463416,2.6038177594474576,-0.415385,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4,-0.18933887560954551,-0.45407797776463416,1.9661966076737527,-1.0,-1,2.3288190037264562,0.1600031796843969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4,-0.18933887560954551,-0.45407797776463416,1.9640854911884982,-1.0,-1,2.3288190037264562,0.1600031796843969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.4,-0.18933887560954551,-0.41240245461674807,1.9640854911884982,-1.0,-1,2.3288190037264562,0.1600031796843969,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,-0.19203036985780528,-0.45407797776463416,2.6038177594474576,-0.415385,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55,-0.18871776155225478,-0.41240245461674807,0.897865044090232,-0.938462,-1,0.3369567054572136,0.1600031796843969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.6,-0.19189234451174067,-0.45407797776463416,3.030305938286764,-0.384615,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.65,-0.18644034334218884,-0.45407797776463416,0.6846209546705788,-0.476923,-1,0.3369567054572136,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.7,-0.18664738136128572,-0.45407797776463416,0.46497954256833607,-0.507692,-1,0.3369567054572136,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.65,-0.19037406570503002,-0.45407797776463416,0.6846209546705788,-0.446154,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,-0.08464665061954375,-0.45407797776463416,2.6038177594474576,-0.323077,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.85,-0.19071912907019153,-0.45407797776463416,0.897865044090232,-0.6,-1,0.3369567054572136,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.55,-0.19196135718477297,-0.45407797776463416,1.1111091335098853,-0.569231,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55,-0.19203036985780528,-0.45407797776463416,0.897865044090232,-0.384615,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4,-0.18933887560954551,-0.45407797776463416,1.9640854911884982,-1.0,-1,2.3288190037264562,0.1600031796843969,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55,-0.19196135718477297,-0.45407797776463416,1.1111091335098853,-0.569231,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,-0.19071912907019153,-0.45407797776463416,0.897865044090232,-0.6,-1,0.3369567054572136,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.75,-0.18312773503663834,-0.45407797776463416,1.5375973123491917,-1.0,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.75,-0.1819545195950892,-0.45407797776463416,0.47137686525092565,-0.046154,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.65,-0.19071912907019153,-0.45407797776463416,0.6846209546705788,-0.323077,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,-0.08464665061954375,-0.45407797776463416,1.5375973123491917,-0.507692,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,-0.19230642054993446,-0.45407797776463416,1.3243532229295385,-0.476923,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,-0.18657836868825342,-0.45407797776463416,0.897865044090232,-0.230769,-1,0.3369567054572136,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6,-0.19058110372412693,-0.45407797776463416,0.6846209546705788,-0.2,-1,0.3369567054572136,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,-0.19209938253083758,-0.45407797776463416,2.7104398041572844,-0.415385,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6,-0.19189234451174067,-0.45407797776463416,3.030305938286764,-0.384615,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.75,-0.1819545195950892,-0.45407797776463416,0.47137686525092565,-0.046154,-1,-0.6589744436774078,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,-0.19182333183870837,-0.45407797776463416,1.3243532229295385,-0.230769,-1,2.3288190037264562,-0.6535723102362648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,-0.1922374078769022,-0.45407797776463416,2.283951625317978,-1.0,-1,2.3288190037264562,0.1600031796843969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
