Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)",4.4,"2,505",5K+ bought in past month,79999,₹149999,(47% off),No
"realme C63 4G (Leather Blue,4 GB RAM, 64GB Storage) Up to 8GB Dynamic RAM",4.5,4,300+ bought in past month,8448,₹9999,(16% off),No
Realme Narzo 60x 5G Review: Full Speed Ahead,N/A,N/A,|,N/A,N/A,N/A,No
"realme 12+ 5G (Navigator Beige, 8GB RAM, 128GB Storage)| Expandable Upto 2TB |MediaTek Dimensity 7050 Processor |Ultra-Smooth AMOLED Display | 50MP Sony LYT-600 OIS Portrait Cam | 67 W SUPERVOOCCharge",4.0,39,50+ bought in past month,16990,₹23999,(29% off),No
"realme GT 6T 5G (Fluid Silver,12GB RAM+256GB Storage) | India's 1st 7+ Gen 3 Flagship Chipset | 1.5M + AnTuTu Score | 5500mAh+120W | The World's Brightest Flagship Display",4.2,147,500+ bought in past month,35998,₹37999,(5% off),No
"realme P1 5G (Peacock Green, 8GB RAM, 128GB Storage)",4.0,520,500+ bought in past month,15980,₹21999,(27% off),No
"realme C63 5G (Forest Green, 6GB RAM, 128GB Storage)",4.0,14,200+ bought in past month,11978,₹13999,(14% off),No
"realme Buds Wireless 3 Neo in Ear Bluetooth Neckband with 13.4 Mm Dynamic Bass Boost Driver,Upto 32 Hours Playback,Fast Charge,Ai Enc,45Ms Low Latency,Ip55 Dust&Water Resistannt&Bluetooth V 5.4 Black",4.2,"15,066",8K+ bought in past month,1199,₹2499,(52% off),No
"realme 13 Pro+ 5G (256, Monet Gold, New)",4.1,17,100+ bought in past month,30396,₹34999,(13% off),No
"realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Yellow)",4.2,"15,066",1K+ bought in past month,1799,₹2999,(40% off),No
"realme C67 5G (Sunny Oasis, 128 GB) (4 GB RAM)",4.0,537,M.R.P:,11666,₹16999,(31% off),No
"realme NARZO 70 Turbo 5G (Turbo Green, 8GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",4.7,41,500+ bought in past month,17998,₹20999,(14% off),No
"realme NARZO 70 Turbo 5G (Turbo Purple,12GB RAM, 256GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",4.2,34,200+ bought in past month,20998,₹23999,(13% off),No
"POCO M6 5G (Polaris Green, 6GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G Processor | 5000 mAh Battery + 18W Fast Charging | 50 MP AI Dual-Camera System & Side Fingerprint Sensor",4.0,111,1K+ bought in past month,9999,₹13999,(29% off),No
"realme C67 5G (Dark Purple, 128 GB) (6 GB RAM)",4.0,537,100+ bought in past month,11898,₹17999,(34% off),No
"realme C67 5G (Dark Purple, 128 GB) (4 GB RAM)",4.0,537,50+ bought in past month,11485,₹16999,(32% off),No
"realme Buds T110 True Wireless in Ear Earbuds with 10mm Dynamic Bass Boost Driver, 38 Hours Playback, AI ENC, 88ms Low Latency & IPX5 Water Resistant (Jazz Blue)",3.4,26,4K+ bought in past month,1499,₹2999,(50% off),No
