Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy S23 Ultra 5G (Cream, 12GB, 256GB Storage)",4.1,88,M.R.P:,77780,₹149999,(48% off),No
"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",3.9,770,5K+ bought in past month,6999,₹9999,(30% off),No
"OnePlus 12 (Silky Black, 16GB RAM, 512GB Storage)",4.4,591,500+ bought in past month,66999,₹69999,(4% off),No
"OnePlus Nord 4 5G (Obsidian Midnight, 8GB RAM, 128GB Storage)",4.0,129,1K+ bought in past month,27999,₹29999,(7% off),No
"OnePlus 12 (Glacial White, 12GB RAM, 256GB Storage)",4.5,186,100+ bought in past month,61999,₹64999,(5% off),No
"OnePlus Nord CE4 Lite 5G (Ultra Orange, 8GB RAM, 256GB Storage)",3.7,100,1K+ bought in past month,20999,₹23999,(13% off),No
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 8GB RAM, 256GB Storage)",4.2,"8,283",200+ bought in past month,19998,₹21999,(9% off),No
"OnePlus 12 (Flowy Emerald, 12GB RAM, 256GB Storage)",4.4,967,400+ bought in past month,61999,N/A,N/A,No
"OnePlus Nord 4 5G (Mercurial Silver, 12GB RAM, 256GB Storage)",4.1,135,500+ bought in past month,32999,₹35999,(8% off),No
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 256GB Storage)",4.2,"7,015",400+ bought in past month,19990,₹21999,(9% off),No
"Samsung Galaxy M35 5G (Thunder Grey,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",4.1,768,5K+ bought in past month,16998,₹24499,(31% off),No
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)",4.4,"2,505",5K+ bought in past month,79999,₹149999,(47% off),No
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 256GB Storage)",4.0,333,1K+ bought in past month,N/A,N/A,N/A,No
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Beam Blue)",4.1,"178,927",10K+ bought in past month,1799,₹2299,(22% off),No
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Jazz Green)",4.1,"178,927",9K+ bought in past month,1799,₹2299,(22% off),No
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [ Misty Grey ]",4.2,"79,960",10K+ bought in past month,1999,₹2299,(13% off),No
"OnePlus 12R (Cool Blue, 8GB RAM, 256GB Storage)",4.2,310,1K+ bought in past month,38999,₹42999,(9% off),No
"(Refurbished) OnePlus 9RT 5G Nano Silver, 12GB RAM, 256GB Storage +Alexa hands-free capable",3.7,13,M.R.P.:,24999,₹49999,(50% off),No
"OnePlus 12R (Cool Blue, 8GB RAM, 128GB Storage)",4.4,610,500+ bought in past month,39998,N/A,N/A,No
"OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Grand Green)",4.1,"178,927",4K+ bought in past month,2299,₹2499,(8% off),No
"Samsung Galaxy S23 Ultra 5G (Green, 12GB, 256GB Storage)",4.2,226,50+ bought in past month,78990,₹149999,(47% off),No
"Redmi Note 13 Pro+ (Fusion Black, 8GB RAM, 256GB Storage) | World's First Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge",4.0,87,200+ bought in past month,27999,₹33999,(18% off),No
