Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)",4.4,"2,505",4K+ bought in past month,79999,₹149999,(47% off),No
"Redmi Note 13 5G (Stealth Black, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",3.8,935,500+ bought in past month,15999,₹20999,(24% off),No
"(Refurbished) OnePlus 10T 5G Moonstone Black, 12GB RAM, 256GB Storage",N/A,N/A,M.R.P.:,25399,₹54999,(54% off),No
"OnePlus Pad Go 28.85Cm (11.35 Inch) 2.4K 7:5 Ratio Readfit Eye Care LCD Display,Dolby Atmos Quad Speakers,4G LTE(Calling) + Wi-Fi Connectivity Tablet,8Gb Ram 256 Gb Storage Expandable Up-to 1Tb,Green",4.5,"1,797",1K+ bought in past month,23998,₹23999,N/A,No
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 8GB RAM, 128GB Storage)",4.3,"150,734",M.R.P:,18990,₹21999,(14% off),No
"OnePlus Nord Buds 2 TWS in Ear Earbuds with Mic, Upto 25dB ANC 12.4mm Dynamic Titanium Drivers, Playback:Upto 36hr case, 4-Mic Design, IP55 Rating, Fast Charging [Lightening White]",4.2,"79,960",1K+ bought in past month,2699,₹3299,(18% off),No
"(Refurbished) OnePlus OnePlus Nord 2 5G (Gray Sierra, 8GB RAM, 128GB Storage)",2.4,54,M.R.P.:,18999,₹29999,(37% off),No
"(Refurbished) OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",2.6,11,New Price:,14399,₹17490,(18% off),No
"OnePlus Pad 2(12.1 Inch)LCD Display,12GB RAM, 256GB Storage,Snapdragon 8 Gen 3,144Hz Refresh Rate,Dolby Vision & Atmos,Open Canvas,AI features,6 speakers,Wi-Fi with Cellular Data Sharing [Nimbus Gray]",4.4,747,400+ bought in past month,42999,₹47999,(10% off),No
"(Renewed) Oneplus Bullets Z2 Bluetooth Wireless In Ear Earphones With Mic Bombastic Bass, 12.4 Mm Drivers, 10 Mins Charge, 20 Hrs Music, 30 Hrs Battery Life, Ip55 Dust/Water Resistant (Magico Black)",3.6,287,300+ bought in past month,1399,₹1799,(22% off),No
"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",3.8,"1,514",1K+ bought in past month,15999,₹20999,(24% off),No
"OnePlus Nord Buds 3 Pro Truly Wireless Bluetooth in Ear Earbuds with Upto 49Db Active Noise Cancellation,12.4Mm Dynamic Drivers,10Mins for 11Hr Fast Charging with Upto 44Hrs Music Playback[Soft Jade]",4.1,"1,317",2K+ bought in past month,3299,₹3699,(11% off),No
OnePlus Nord Wired in-Ear Earphones(3.5Mm),3.7,56,700+ bought in past month,799,₹1299,(38% off),No
"(Refurbished) OnePlus 9R 5G Lake Blue, 12GB RAM, 256GB Storage",2.9,29,M.R.P.:,19999,₹41999,(52% off),No
"(Refurbished) OnePlus 9 Pro 5G (Stellar Black, 8GB RAM, 128GB Storage)",2.5,7,M.R.P.:,24499,₹49999,(51% off),No
"(Refurbished) OnePlus 8T 5G Lunar Silver, 8GB RAM, 128GB Storage",3.1,8,M.R.P.:,17099,₹35999,(53% off),No
"(Refurbished) OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 8GB RAM, 128GB Storage)",3.0,2,N/A,N/A,N/A,N/A,No
"OnePlus Buds Z2 Bluetooth Truly Wireless in Ear Earbuds with mic, Active Noise Cancellation, 10 Minutes Flash Charge & Upto 38 Hours Battery [Matte Black]",4.2,"25,320",400+ bought in past month,3999,₹5999,(33% off),No
"(Refurbished) OnePlus Nord 3 5G (Misty Green, 8GB RAM, 128GB Storage)",1.0,2,M.R.P.:,19999,₹33999,(41% off),No
