Product Name,Rating (Stars),Number of Reviews,Bought Last Month,Current MRP,Dashed MRP,Discount (%),Free Delivery
Spigen Liquid Air Back Cover Case Compatible with OnePlus 11 5G | New Version | (TPU | Matte Black),4.1,"1,449",100+ bought in past month,1294,₹1599,(19% off),Yes
Spigen Tough Armor Back Cover Case Compatible with OnePlus 12 (TPU + Poly Carbonate | Black),4.1,"1,069",50+ bought in past month,2589,₹3099,(16% off),Yes
"Oneplus Nord CE4 (Celadon Marble, 8GB RAM, 256GB Storage)",4.2,"1,693",5K+ bought in past month,24999,₹26999,(7% off),Yes
"OnePlus 12R (Cool Blue, 16GB RAM, 256GB Storage)",4.3,635,1K+ bought in past month,40999,₹45999,(11% off),Yes
"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray",4.1,"1,317",6K+ bought in past month,2299,₹2799,(18% off),Yes
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]",4.2,"79,960",20K+ bought in past month,1998,₹2299,(13% off),Yes
"OnePlus Nord Buds 3 Pro Truly Wireless Bluetooth in Ear Earbuds with Upto 49Db Active Noise Cancellation,12.4Mm Dynamic Drivers,10Mins for 11Hrs Fast Charging with Upto 44Hrs Music Playback[Black]",4.1,"1,317",7K+ bought in past month,3299,₹3699,(11% off),Yes
"OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Black)",4.1,"178,927",10K+ bought in past month,2299,₹2999,(23% off),Yes
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)",4.1,"178,927",10K+ bought in past month,1799,₹2299,(22% off),Yes
"OnePlus Nord CE4 Lite 5G (Mega Blue, 8GB RAM, 128GB Storage)",4.1,712,5K+ bought in past month,17999,₹20999,(14% off),Yes
Amazon Brand - Solimo Bumper for OnePlus 5T (Acrylic_Black),4.0,133,M.R.P:,149,₹499,(70% off),Yes
Spigen Rugged Armor Back Cover Case Compatible with OnePlus 6 (TPU | Matte Black),4.5,"5,555",M.R.P:,874,₹1699,(49% off),Yes
"Oneplus Nord CE4 (Dark Chrome, 8GB RAM, 256GB Storage)",4.2,"1,301",4K+ bought in past month,24999,₹26999,(7% off),Yes
"OnePlus Nord 4 5G (Mercurial Silver, 8GB RAM, 256GB Storage)",4.2,248,1K+ bought in past month,29999,₹32999,(9% off),Yes
"Oneplus Open (Emerald Dusk, 16GB RAM, 512GB Storage)",4.3,84,200+ bought in past month,99999,₹139999,(29% off),Yes
"OnePlus 12 (Silky Black, 16GB RAM, 512GB Storage)",4.4,591,500+ bought in past month,66999,₹69999,(4% off),Yes
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Beam Blue)",4.1,"178,927",10K+ bought in past month,1799,₹2299,(22% off),Yes
"OnePlus 12 (Glacial White, 12GB RAM, 256GB Storage)",4.5,186,100+ bought in past month,61999,₹64999,(5% off),Yes
"OnePlus 12 (Flowy Emerald, 12GB RAM, 256GB Storage)",4.4,967,400+ bought in past month,61999,N/A,N/A,Yes
"OnePlus Nord 4 5G (Obsidian Midnight, 12GB RAM, 256GB Storage)",4.4,157,1K+ bought in past month,32999,₹35999,(8% off),Yes
COLORflow Back Cover case Compatible with ONEPLUS 9RT | Aesthetic Color Customized Back Cover for ONEPLUS 9RT,N/A,N/A,M.R.P:,329,₹899,(63% off),Yes
COLORflow Back Cover case Compatible with Oneplus 5 | Dog Peeking Color Customized Back Cover Compatible with Oneplus 5,N/A,N/A,M.R.P:,329,₹899,(63% off),Yes
